"Date","Price","Open","High","Low","Vol.","Change %"
"07/04/2025","139.11","138.81","139.26","138.78","","0.20%"
"07/03/2025","138.83","139.01","139.09","138.63","","-0.13%"
"07/02/2025","139.01","139.28","139.33","138.89","","-0.20%"
"07/01/2025","139.29","138.93","139.38","138.91","","0.25%"
"06/30/2025","138.94","138.91","139.15","138.85","","0.04%"
"06/29/2025","138.89","138.92","138.95","138.85","","-0.04%"
"06/27/2025","138.95","139.25","139.25","138.85","","-0.21%"
"06/26/2025","139.24","139.41","139.45","139.09","","-0.11%"
"06/25/2025","139.39","139.27","139.50","139.26","","0.09%"
"06/24/2025","139.26","139.19","139.31","139.00","","0.06%"
"06/23/2025","139.18","139.37","139.45","139.14","","-0.14%"
"06/20/2025","139.37","139.27","139.50","139.16","","0.08%"
"06/19/2025","139.26","138.95","139.45","138.95","","0.23%"
"06/18/2025","138.94","138.95","139.21","138.80","","-0.01%"
"06/17/2025","138.96","139.01","139.07","138.45","","-0.04%"
"06/16/2025","139.01","139.08","139.08","138.98","","-0.02%"
"06/13/2025","139.04","139.28","139.67","139.01","","-0.12%"
"06/12/2025","139.21","138.89","139.26","138.76","","0.23%"
"06/11/2025","138.89","138.66","138.98","138.64","","0.18%"
"06/10/2025","138.64","138.66","138.69","138.42","","0.00%"
"06/09/2025","138.64","138.67","138.70","138.64","","-0.33%"
"06/06/2025","139.10","139.23","139.49","139.07","","-0.12%"
"06/05/2025","139.27","139.18","139.45","139.05","","0.03%"
"06/04/2025","139.23","139.03","139.25","138.91","","0.14%"
"06/03/2025","139.04","138.90","139.25","138.85","","0.10%"
"06/02/2025","138.90","138.89","138.91","138.86","","-0.25%"
"05/30/2025","139.25","139.29","139.32","138.94","","-0.04%"
"05/29/2025","139.31","138.75","139.51","138.71","","0.40%"
"05/28/2025","138.75","139.30","139.33","138.59","","-0.38%"
"05/27/2025","139.28","139.33","139.52","139.07","","-0.01%"
"05/26/2025","139.29","139.38","139.43","139.27","","-0.06%"
"05/23/2025","139.37","138.67","139.87","138.58","","0.49%"
"05/22/2025","138.69","138.79","138.93","138.53","","-0.07%"
"05/21/2025","138.79","139.10","139.20","138.67","","-0.24%"
"05/20/2025","139.12","139.38","139.46","138.79","","-0.19%"
"05/19/2025","139.39","139.37","139.42","139.33","","-0.07%"
"05/16/2025","139.49","139.43","139.63","139.28","","0.00%"
"05/15/2025","139.49","139.19","139.56","139.07","","0.22%"
"05/14/2025","139.19","139.35","139.51","139.01","","-0.11%"
"05/13/2025","139.34","139.21","139.72","139.06","","0.09%"
"05/12/2025","139.21","139.36","139.36","139.18","","-0.73%"
"05/09/2025","140.24","140.26","140.39","140.14","","-0.01%"
"05/08/2025","140.25","140.79","141.08","140.14","","-0.38%"
"05/07/2025","140.79","140.97","141.13","140.61","","-0.10%"
"05/06/2025","140.93","141.08","141.10","140.90","","-0.11%"
"05/05/2025","141.08","141.08","141.08","141.08","","0.13%"
"05/02/2025","140.89","141.36","141.42","140.85","","-0.32%"
"05/01/2025","141.34","140.84","141.49","140.65","","0.37%"
"04/30/2025","140.82","140.66","140.93","140.42","","0.11%"
"04/29/2025","140.67","140.46","140.68","140.32","","0.14%"
"04/28/2025","140.47","140.47","140.47","140.47","","0.06%"
"04/25/2025","140.38","140.49","140.52","140.23","","-0.09%"
"04/24/2025","140.50","140.18","140.78","140.12","","0.24%"
"04/23/2025","140.16","140.29","140.58","139.94","","-0.07%"
"04/22/2025","140.26","140.68","140.86","140.23","","-0.28%"
"04/21/2025","140.65","140.83","140.83","140.64","","-0.11%"
"04/17/2025","140.80","141.16","141.25","140.57","","-0.22%"
"04/16/2025","141.11","140.76","141.51","140.63","","0.27%"
"04/15/2025","140.73","141.07","141.10","140.20","","-0.26%"
"04/14/2025","141.10","141.00","141.11","140.94","","-0.18%"
"04/11/2025","141.35","140.86","142.04","140.70","","0.33%"
"04/10/2025","140.89","140.20","141.07","140.14","","0.51%"
"04/09/2025","140.18","141.10","141.56","139.88","","-0.64%"
"04/08/2025","141.09","140.83","141.63","140.05","","0.23%"
"04/07/2025","140.76","140.87","141.10","140.76","","-1.41%"
"04/06/2025","142.77","142.38","142.96","142.37","","0.94%"
"04/04/2025","141.44","140.55","142.37","140.43","","0.60%"
"04/03/2025","140.59","139.76","140.65","139.35","","0.53%"
"04/02/2025","139.85","138.18","139.99","138.17","","1.21%"
"04/01/2025","138.18","138.20","138.51","138.08","","-0.03%"
"03/31/2025","138.22","138.24","138.30","138.22","","0.11%"
"03/30/2025","138.07","138.05","138.07","137.99","","0.09%"
"03/28/2025","137.95","137.44","137.95","137.44","","0.36%"
"03/27/2025","137.45","137.47","137.57","137.33","","0.00%"
"03/26/2025","137.45","137.44","137.62","137.27","","0.01%"
"03/25/2025","137.43","137.70","137.72","137.34","","-0.20%"
"03/24/2025","137.71","137.68","137.71","137.64","","-0.22%"
"03/23/2025","138.01","138.09","138.09","137.99","","-0.04%"
"03/21/2025","138.07","137.91","138.20","137.91","","0.12%"
"03/20/2025","137.90","138.16","138.23","137.89","","-0.17%"
"03/19/2025","138.14","138.39","138.42","137.94","","-0.18%"
"03/18/2025","138.39","138.42","138.44","138.15","","-0.01%"
"03/17/2025","138.40","138.41","138.42","138.31","","0.09%"
"03/16/2025","138.28","138.26","138.31","138.24","","0.11%"
"03/14/2025","138.13","137.95","138.34","137.64","","0.12%"
"03/13/2025","137.96","138.04","138.20","137.69","","-0.04%"
"03/12/2025","138.02","137.91","138.20","137.82","","0.07%"
"03/11/2025","137.92","138.07","138.49","137.81","","-0.12%"
"03/10/2025","138.09","138.10","138.11","138.00","","0.12%"
"03/09/2025","137.92","137.98","137.98","137.88","","-0.09%"
"03/07/2025","138.04","138.01","138.29","137.79","","0.02%"
"03/06/2025","138.01","138.07","138.26","137.57","","-0.03%"
"03/05/2025","138.05","138.64","138.76","138.02","","-0.45%"
"03/04/2025","138.67","138.99","139.06","138.61","","-0.24%"
"03/03/2025","139.00","138.96","139.01","138.95","","0.03%"
"03/02/2025","138.96","139.07","139.09","138.96","","-0.53%"
"02/28/2025","139.70","139.62","139.92","139.60","","0.03%"
"02/27/2025","139.66","139.67","139.75","139.24","","0.01%"
